,label
xor1725,0
xor2440,2
xor3441,3
xor3763,1
xor216,2
xor382,3
xor1912,2
xor3601,2
xor1650,2
xor2584,3
xor2997,2
xor511,3
xor991,2
xor2295,2
xor2438,2
xor3854,2
xor224,1
xor720,2
xor3424,3
xor3946,2
xor4032,1
xor12,2
xor1452,2
xor1549,2
xor2212,2
xor3671,2
xor4031,1
xor1957,1
xor3186,3
xor3343,2
xor745,2
xor1502,2
xor2079,2
xor2317,3
xor2581,3
xor3697,2
xor3765,2
xor1173,3
xor1212,2
xor1760,1
xor1119,3
xor1989,2
xor2234,2
xor2747,2
xor3549,1
xor584,3
xor1057,2
xor3740,1
xor4112,2
xor28,3
xor203,2
xor1996,2
xor3038,3
xor3470,2
xor4042,1
xor2697,2
xor1608,2
xor2685,3
xor3035,3
xor26,2
xor1051,2
xor1727,1
xor2063,2
xor603,2
xor1312,2
xor1577,2
xor1969,1
xor2372,2
xor2652,3
xor2719,2
xor3095,2
xor3491,2
xor2458,3
xor3631,1
xor460,2
xor1006,2
xor1451,2
xor1575,2
xor2346,2
xor2531,2
xor296,2
xor629,2
xor3037,2
xor3280,3
xor3572,1
xor3629,2
xor3754,1
xor784,3
xor1249,2
xor1430,2
xor1921,2
xor2732,3
xor3181,3
xor3850,3
xor1109,2
xor1750,0
xor1851,1
xor562,2
xor841,2
xor860,3
xor1075,3
xor2642,3
xor225,1
xor939,2
xor2171,1
xor3286,2
xor1139,2
xor2657,3
xor3973,2
xor694,2
xor3554,1
xor4104,1
xor1934,1
xor2680,2
xor3196,2
xor3262,2
xor3347,2
xor633,2
xor1565,2
xor1651,2
xor2713,2
xor2735,2
xor3266,3
xor123,2
xor1009,3
xor1472,1
xor3541,1
xor3937,2
xor22,2
xor554,3
xor1932,1
xor2546,2
xor2543,2
xor829,3
xor1301,2
xor2940,3
xor3588,2
xor576,3
xor2033,2
xor2867,2
xor3236,1
xor3360,2
xor933,2
xor1455,1
xor1828,2
xor2116,2
xor2583,3
xor3649,2
xor3964,2
xor692,4
xor2508,2
xor1370,3
xor2684,3
xor2884,3
xor932,2
xor2416,2
xor2780,2
xor3327,2
xor1189,3
xor1606,2
xor3881,2
xor106,2
xor824,3
xor1640,2
xor2658,3
xor3364,1
xor3898,1
xor889,3
xor1458,1
xor1915,1
xor3174,2
xor183,2
xor2662,2
xor2833,2
xor2888,3
xor2941,2
xor3005,2
xor75,2
xor2102,2
xor2896,3
xor4124,1
xor630,2
xor1237,2
xor3425,3
xor332,2
xor1842,2
xor1931,1
xor813,3
xor1573,2
xor1786,2
xor2635,3
xor3438,2
xor3781,1
xor290,2
xor1922,1
xor2299,0
xor3636,2
xor913,2
xor1622,2
xor3326,2
xor229,2
xor857,3
xor943,3
xor1749,0
xor2342,2
xor3797,1
xor177,2
xor217,2
xor1811,2
xor3378,1
xor3560,1
xor2743,3
xor3412,2
xor16,2
xor59,2
xor440,2
xor1368,2
xor1603,2
xor2681,2
xor2803,3
xor2906,3
xor3542,1
xor196,2
xor1093,3
xor2907,3
xor2965,3
xor170,2
xor1691,1
xor2396,1
xor2201,3
xor2203,3
xor2409,3
xor3513,3
xor1500,1
xor1515,2
xor3295,2
xor1806,2
xor2306,2
xor3265,3
xor3926,2
xor1256,2
xor782,2
xor937,2
xor970,3
xor3252,1
xor3868,2
xor497,3
xor1638,2
xor2100,3
xor2533,2
xor2656,2
xor496,3
xor887,3
xor2637,2
xor2740,2
xor2858,2
xor98,2
xor392,2
xor1554,2
xor2782,2
xor394,2
xor2733,3
xor2923,3
xor3091,2
xor3213,2
xor1262,2
xor1552,2
xor4017,2
xor4067,2
xor957,3
xor1126,2
xor1135,2
xor1275,3
xor3538,1
xor3251,3
xor276,2
xor2428,2
xor2823,2
xor3848,0
xor150,1
xor1400,2
xor3296,2
xor3804,1
xor1861,2
xor2994,3
xor3009,2
xor1317,2
xor1740,0
xor2725,3
xor3010,2
xor949,3
xor2058,2
xor3308,3
xor673,2
xor1660,2
xor846,3
xor1195,3
xor3743,2
xor1015,2
xor1681,2
xor1836,3
xor2610,3
xor2638,2
xor1028,2
xor2659,3
xor3544,2
xor300,2
xor1179,4
xor2820,2
xor2982,2
xor3956,2
xor826,3
xor903,3
xor1948,1
xor3791,1
xor4077,2
xor1098,2
xor2963,3
xor11,3
xor1545,3
xor2024,2
xor2291,2
xor2572,3
xor3515,2
xor721,2
xor1619,1
xor1889,2
xor3297,3
xor3527,2
xor3945,2
xor675,3
xor1286,2
xor1479,1
xor2283,1
xor3975,2
xor2014,2
xor2160,2
xor612,3
xor838,3
xor1374,3
xor1467,1
xor1590,2
xor1682,2
xor1986,1
xor2476,2
xor2952,3
xor2968,3
xor3712,2
xor671,2
xor1282,3
xor436,1
xor1253,2
xor2182,2
xor3558,1
xor3638,1
xor566,3
xor3194,2
xor144,2
xor547,3
xor642,2
xor1514,2
xor4115,2
xor6,3
xor493,3
xor1071,3
xor1710,1
xor2745,3
xor2967,3
xor3659,2
xor230,2
xor1597,3
xor1647,2
xor3263,3
xor1090,3
xor2607,3
xor2026,2
xor2919,3
xor2933,3
xor3016,3
xor1325,2
xor2639,3
xor3917,1
xor4037,0
xor35,3
xor93,2
xor2373,2
xor2876,2
xor2942,3
xor3171,2
xor462,1
xor2477,2
xor3106,3
xor48,2
xor294,2
xor363,2
xor654,2
xor1668,1
xor1799,2
xor2788,3
xor1787,2
xor2328,2
xor3219,2
xor3337,2
xor132,2
xor442,2
xor2449,3
xor2930,3
xor364,2
xor1076,3
xor512,3
xor3230,3
xor136,2
xor208,1
xor288,3
xor1815,2
xor3167,3
xor3238,2
xor3568,2
xor3953,2
xor2353,2
xor2712,2
xor3496,3
xor287,1
xor2255,1
xor3220,2
xor3745,2
xor528,3
xor1728,1
xor348,2
xor597,3
xor1827,2
xor2312,1
xor2663,2
xor3526,2
xor1924,1
xor2389,2
xor706,2
xor1177,4
xor1186,2
xor1462,1
xor3502,2
xor2098,2
xor2814,2
xor3235,2
xor8,3
xor2624,3
xor109,2
xor583,3
xor1394,2
xor1444,2
xor2678,2
xor2603,3
xor4078,2
xor772,2
xor1244,2
xor1534,2
xor1927,1
xor2345,3
xor3984,1
xor2653,3
xor2861,3
xor2878,2
xor3086,2
xor3227,2
xor1064,2
xor2223,2
xor2776,2
xor3539,1
xor3922,2
xor1101,1
xor1339,3
xor1497,1
xor2099,2
xor2233,2
xor3070,2
xor3655,2
xor3918,2
xor244,2
xor590,2
xor1979,3
xor2551,1
xor2766,2
xor2825,2
xor43,2
xor973,3
xor2844,2
xor3780,1
xor945,2
xor982,2
xor1294,2
xor1457,1
xor2486,2
xor1239,2
xor1359,2
xor3692,1
xor327,2
xor509,3
xor1238,3
xor914,3
xor3244,2
xor3596,2
xor4143,1
xor2839,2
xor258,2
xor2392,2
xor2513,1
xor228,2
xor1477,1
xor1754,0
xor1772,0
xor1143,2
xor2991,2
xor3264,2
xor1222,2
xor1697,2
xor1809,2
xor2964,3
xor3464,3
xor3940,2
xor180,2
xor213,2
xor475,1
xor2934,3
xor3628,2
xor873,2
xor2524,2
xor3192,2
xor4073,3
xor356,3
xor690,2
xor3,2
xor1833,1
xor3197,3
xor3028,3
xor3593,2
xor3704,2
xor820,3
xor2202,3
xor3131,3
xor125,3
xor2465,3
xor3335,2
xor3454,2
xor727,3
xor1250,2
xor1690,2
xor3445,2
xor3694,2
xor3983,2
xor17,2
xor1417,2
xor2189,2
xor351,3
xor413,3
xor1084,3
xor1625,2
xor3025,3
xor3294,2
xor4105,1
xor1058,2
xor2805,3
xor4128,2
xor513,3
xor2633,2
xor1520,2
xor3118,3
xor3970,1
xor1800,2
xor2871,2
xor2966,2
xor3730,2
xor3916,2
xor1753,1
xor2120,2
xor2260,2
xor3119,2
xor3207,3
xor414,3
xor1066,2
xor1507,2
xor1696,1
xor2613,3
xor2883,3
xor670,3
xor4087,2
xor152,1
xor218,2
xor1142,2
xor3123,2
xor3809,1
xor3872,2
xor355,2
xor501,4
xor618,3
xor2000,2
xor2365,2
xor4045,1
xor1259,2
xor3261,3
xor3440,3
xor4082,2
xor1219,2
xor3607,2
xor4144,2
xor1094,3
xor2187,2
xor2571,3
xor3205,2
xor3329,2
xor3353,2
xor3569,1
xor64,1
xor2268,2
xor2929,3
xor308,2
xor500,4
xor831,3
xor1560,2
xor1592,2
xor1956,1
xor2041,1
xor2394,2
xor2582,3
xor2902,3
xor3191,2
xor1003,2
xor1550,2
xor4006,1
xor4071,2
xor210,2
xor804,2
xor958,2
xor1824,2
xor1900,2
xor387,2
xor1147,2
xor1768,0
xor2406,2
xor2832,2
xor2835,2
xor2908,3
xor1743,0
xor556,4
xor1816,2
xor1856,2
xor2156,2
xor2577,4
xor3341,2
xor3452,2
xor3856,1
xor2071,1
xor2227,1
xor4120,2
xor1366,3
xor1865,2
xor2147,2
xor2451,2
xor1095,2
xor1525,2
xor1785,2
xor2047,1
xor255,2
xor1434,2
xor2117,2
xor2431,2
xor3302,2
xor798,2
xor1599,2
xor1729,1
xor1775,3
xor542,3
xor1271,2
xor1627,2
xor2057,2
xor481,4
xor1820,2
xor2104,3
xor2812,2
xor2914,3
xor3939,2
xor691,3
xor1853,2
xor3137,2
xor1148,2
xor2704,2
xor3495,2
xor611,3
xor674,2
xor1113,3
xor2576,4
xor3393,2
xor3816,0
xor4027,1
xor491,3
xor1801,2
xor2036,2
xor2980,2
xor90,3
xor696,3
xor1083,3
xor3117,3
xor194,2
xor710,2
xor1970,0
xor2634,3
xor582,3
xor1182,3
xor2374,2
xor2413,3
xor3571,1
xor3708,1
xor318,2
xor862,3
xor3177,1
xor391,2
xor669,3
xor837,3
xor1958,1
xor3237,2
xor3666,2
xor614,3
xor1091,3
xor1300,2
xor1849,2
xor2209,2
xor2863,2
xor3576,1
xor3594,2
xor1062,3
xor1483,1
xor1769,0
xor2270,2
xor2495,2
xor1674,2
xor2920,3
xor3323,3
xor483,3
xor2921,2
xor3200,3
xor3654,2
xor3747,2
xor1305,2
xor1508,3
xor2836,2
xor2873,2
xor3169,3
xor1283,2
xor2323,2
xor2860,3
xor3414,3
xor4152,3
xor335,2
xor1403,3
xor1963,0
xor2798,2
xor3668,2
xor235,2
xor502,3
xor1938,2
xor2789,2
xor3457,2
xor4008,1
xor134,3
xor2376,2
xor2573,3
xor207,1
xor2565,3
xor44,2
xor1340,3
xor1701,2
xor2021,1
xor3248,2
xor3351,3
xor3820,2
xor3876,2
xor1165,2
xor1473,1
xor2708,2
xor2922,3
xor3033,3
xor2850,2
xor1124,3
xor1617,2
xor1669,2
xor1774,3
xor3083,3
xor3550,0
xor4088,1
xor130,2
xor151,1
xor215,2
xor1447,2
xor2419,2
xor699,3
xor1412,3
xor4116,2
xor79,2
xor2028,1
xor252,2
xor1353,3
xor3808,1
xor557,2
xor803,2
xor2673,3
xor92,2
xor908,3
xor2723,2
xor2996,2
xor4020,2
xor89,2
xor827,3
xor2586,3
xor3585,3
xor3449,3
xor268,3
xor656,3
xor1167,2
xor2103,3
xor2313,1
xor2564,3
xor2807,3
xor3082,2
xor3336,2
xor4103,1
xor309,2
xor741,2
xor2101,3
xor3471,3
xor736,2
xor2731,2
xor2868,2
xor2555,3
xor2760,2
xor4022,1
xor662,2
xor890,2
xor2705,2
xor2949,2
xor3193,2
xor3418,3
xor47,2
xor1149,1
xor1193,3
xor1965,1
xor2089,2
xor2773,3
xor461,2
xor666,1
xor1330,2
xor1364,3
xor1369,2
xor2598,3
xor264,2
xor1223,3
xor2527,2
xor2727,2
xor2915,3
xor1954,2
xor2865,2
xor4004,1
xor626,2
xor1347,3
xor2969,2
xor3150,1
xor3204,1
xor111,2
xor298,2
xor1758,1
xor2121,2
xor3153,3
xor3392,2
xor3672,2
xor3885,2
xor427,2
xor489,3
xor1482,1
xor3485,2
xor3717,2
xor3761,2
xor3994,1
xor788,2
xor928,3
xor1056,2
xor1210,2
xor2181,2
xor3543,1
xor3587,2
xor51,2
xor1110,3
xor1422,2
xor3421,3
xor165,2
xor159,2
xor505,3
xor855,3
xor929,2
xor1358,2
xor2271,2
xor3316,2
xor3379,1
xor3837,0
xor4061,1
xor448,2
xor455,2
xor832,3
xor2667,2
xor3339,2
xor3770,2
xor34,3
xor1236,3
xor2911,3
xor761,2
xor1371,3
xor1378,2
xor2418,2
xor3354,2
xor4041,1
xor724,3
xor1313,1
xor1356,3
xor2579,3
xor3699,1
xor1683,2
xor2022,2
xor3108,3
xor3818,1
xor786,2
xor4062,1
xor1952,1
xor2163,2
xor2433,2
xor3148,3
xor3505,2
xor1234,2
xor1127,2
xor3529,3
xor1788,2
xor2043,1
xor3734,2
xor420,2
xor1018,2
xor1079,2
xor3389,1
xor4133,2
xor2401,1
xor823,2
xor1221,3
xor2558,3
xor499,4
xor570,3
xor1202,3
xor2173,2
xor931,2
xor2977,3
xor3055,2
xor3158,2
xor3739,2
xor78,2
xor688,3
xor956,2
xor1293,2
xor1634,1
xor3089,2
xor107,2
xor135,3
xor4150,1
xor912,2
xor3154,3
xor3546,1
xor3787,1
xor1,3
xor395,2
xor540,3
xor2231,1
xor2521,2
xor3355,3
xor24,3
xor2139,2
xor2594,3
xor2983,3
xor3827,0
xor286,2
xor1161,2
xor2464,2
xor2616,3
xor2784,2
xor518,3
xor3989,2
xor240,2
xor549,2
xor1022,3
xor1159,2
xor1764,1
xor2023,1
xor2643,3
xor3232,2
xor1220,2
xor1043,2
xor1600,2
xor514,3
xor1584,2
xor3941,2
xor2913,3
xor3528,2
xor3985,2
xor573,3
xor595,3
xor1323,3
xor1906,1
xor2042,2
xor422,2
xor482,3
xor2281,2
xor2336,2
xor2519,2
xor3798,1
xor3823,1
xor1251,2
xor1881,2
xor3253,4
xor3465,2
xor3575,1
xor3600,2
xor901,3
xor1778,2
xor3246,2
xor884,2
xor1803,1
xor2052,2
xor2275,2
xor2927,3
xor3202,2
xor3373,2
xor164,1
xor396,3
xor969,2
xor1468,2
xor1475,1
xor1081,2
xor2184,2
xor2351,2
xor3112,2
xor3622,2
xor1192,3
xor1363,3
xor1391,2
xor470,2
xor664,2
xor1174,3
xor1486,3
xor529,3
xor663,2
xor3648,2
xor882,3
xor3845,0
xor373,3
xor2446,2
xor3156,3
xor3467,2
xor1629,2
xor2109,3
xor2280,2
xor793,2
xor1665,2
xor1817,2
xor3285,2
xor340,2
xor254,2
xor1187,3
xor2434,2
xor3022,2
xor3597,3
xor56,2
xor3209,2
xor46,2
xor188,2
xor434,2
xor836,3
xor896,2
xor926,2
xor1102,2
xor1446,2
xor1618,2
xor3221,2
xor1571,2
xor2391,1
xor3101,3
xor3356,2
xor3644,1
xor310,2
xor766,2
xor917,3
xor3059,2
xor3269,3
xor3657,2
xor4085,2
xor2348,2
xor2580,3
xor3861,2
xor834,3
xor1145,2
xor2468,2
xor2728,2
xor3274,2
xor167,2
xor1893,1
xor1930,1
xor2795,2
xor3928,2
xor609,3
xor983,2
xor1021,2
xor1181,3
xor1429,2
xor2978,3
xor3304,2
xor86,2
xor2297,1
xor2703,2
xor3557,1
xor3726,2
xor2208,2
xor2357,1
xor2879,2
xor2948,2
xor2976,3
xor3752,2
xor1067,2
xor1528,2
xor2570,4
xor3087,2
xor1160,1
xor3756,2
xor101,2
xor175,2
xor393,2
xor833,3
xor3641,2
xor385,2
xor1890,2
xor3577,1
xor3981,2
xor358,2
xor2595,3
xor3105,3
xor3111,2
xor3537,1
xor4132,2
xor726,3
xor1941,2
xor3184,3
xor4106,2
xor885,2
xor960,2
xor2054,2
xor3992,1
xor516,3
xor723,2
xor1031,3
xor1088,3
xor2706,2
xor3680,2
xor1016,3
xor2479,2
xor2405,2
xor2502,2
xor2675,2
xor2866,2
xor1519,2
xor2563,4
xor3784,2
xor923,3
xor1456,2
xor2538,1
xor2790,3
xor3367,1
xor2074,1
xor242,2
xor1604,2
xor2532,2
xor2549,3
xor2561,3
xor2666,2
xor2818,2
xor622,2
xor1426,2
xor1644,1
xor3483,2
xor112,2
xor477,1
xor1196,3
xor1402,2
xor3109,3
xor3961,1
xor4090,2
xor4151,3
xor1285,2
xor1443,2
xor3430,3
xor220,2
xor1231,3
xor3258,3
xor3914,2
xor955,2
xor1685,2
xor3517,3
xor3839,1
xor260,2
xor494,4
xor1039,2
xor1495,1
xor1707,1
xor2984,3
xor3188,2
xor3995,2
xor628,2
xor3707,1
xor61,2
xor1335,2
xor2215,2
xor4010,1
xor701,2
xor1810,3
xor2749,2
xor712,3
xor2254,2
xor2471,2
xor2514,2
xor349,2
xor2319,3
xor2474,2
xor2699,3
xor2738,2
xor3689,2
xor4066,1
xor173,3
xor246,2
xor848,3
xor1194,3
xor211,2
xor544,4
xor2484,1
xor3821,1
xor534,3
xor2322,2
xor3180,3
xor1183,3
xor2819,2
xor3183,3
xor3693,2
xor697,3
xor2237,2
xor592,2
xor2078,3
xor3056,3
xor3229,3
xor277,2
xor2840,2
xor3592,2
xor1384,2
xor2778,3
xor66,2
gen0_1,0
gen0_5,0
gen0_12,0
gen0_14,0
gen0_18,0
gen0_71,0
gen0_114,0
gen0_115,0
gen0_150,0
gen0_186,0
gen0_191,0
gen0_224,0
gen0_236,0
gen0_246,0
gen0_249,0
gen0_252,0
gen0_281,0
gen0_288,0
gen0_294,0
gen0_331,0
gen0_334,0
gen0_339,0
gen0_353,0
gen0_380,0
gen0_431,0
gen0_437,0
gen0_462,0
gen0_539,0
gen0_565,0
gen0_618,0
gen0_626,0
gen0_641,0
gen0_653,0
gen0_671,0
gen0_682,0
gen0_699,0
gen0_711,0
gen0_743,0
gen0_787,0
gen0_793,0
gen0_801,0
gen0_814,0
gen0_825,0
gen0_828,0
gen0_846,0
gen0_852,0
gen0_854,0
gen0_856,0
gen0_914,0
gen0_933,0
gen0_964,0
gen0_965,0
gen0_998,0
gen0_1027,0
gen0_1057,0
gen0_1075,0
gen0_1091,0
gen0_1093,0
gen0_1094,0
gen0_1115,0
gen0_1125,0
gen0_1126,0
gen0_1138,0
gen0_1141,0
gen0_1155,0
gen0_1157,0
gen0_1169,0
gen0_1193,0
gen0_1216,0
gen0_1244,0
gen0_1299,0
gen0_1308,0
gen0_1324,0
gen0_1326,0
gen0_1338,0
gen0_1362,0
gen0_1367,0
gen0_1378,0
gen0_1380,0
gen0_1391,0
gen0_1392,0
gen0_1399,0
gen0_1414,0
gen0_1415,0
gen0_1416,0
gen0_1429,0
gen0_1446,0
gen0_1450,0
gen0_1467,0
gen0_1480,0
gen0_1531,0
gen0_1568,0
gen0_1599,0
gen0_1618,0
gen0_1621,0
gen0_1628,0
gen0_1644,0
gen0_1650,0
gen0_1667,0
gen0_1692,0
gen0_1728,0
gen0_1737,0
gen0_1738,0
gen0_1744,0
gen0_1793,0
gen0_1820,0
gen0_1828,0
gen0_1836,0
gen0_1845,0
gen0_1851,0
gen0_1865,0
gen0_1901,0
gen0_1914,0
gen0_1973,0
gen0_1987,0
gen0_1998,0
gen0_2012,0
gen0_2023,0
gen0_2078,0
gen0_2083,0
gen0_2092,0
gen0_2106,0
gen0_2107,0
gen0_2115,0
gen0_2119,0
gen0_2158,0
gen0_2167,0
gen0_2169,0
gen0_2173,0
gen0_2176,0
gen0_2192,0
gen0_2201,0
gen0_2210,0
gen0_2223,0
gen0_2227,0
gen0_2228,0
gen0_2247,0
gen0_2267,0
gen0_2279,0
gen0_2290,0
gen0_2292,0
gen0_2341,0
gen0_2350,0
gen0_2364,0
gen0_2367,0
gen0_2381,0
gen0_2410,0
gen0_2415,0
gen0_2418,0
gen0_2460,0
gen0_2489,0
gen0_2500,0
gen0_2506,0
gen0_2520,0
gen0_2529,0
gen0_2540,0
gen0_2541,0
gen0_2545,0
gen0_2549,0
gen0_2576,0
gen0_2602,0
gen0_2608,0
gen0_2653,0
gen0_2663,0
gen0_2679,0
gen0_2682,0
gen0_2690,0
gen0_2694,0
gen0_2696,0
gen0_2709,0
gen0_2712,0
gen0_2733,0
gen0_2748,0
gen0_2765,0
gen0_2790,0
gen0_2842,0
gen0_2849,0
gen0_2855,0
gen0_2860,0
gen0_2867,0
gen0_2871,0
gen0_2879,0
gen0_2880,0
gen0_2885,0
gen0_2886,0
gen0_2893,0
gen0_2897,0
gen0_2908,0
gen0_2918,0
gen0_2919,0
gen0_2936,0
gen0_2959,0
gen0_2965,0
gen0_2986,0
gen0_3031,0
gen0_3032,0
gen0_3046,0
gen0_3060,0
gen0_3062,0
gen0_3091,0
gen0_3117,0
gen0_3128,0
gen0_3152,0
gen0_3161,0
gen0_3180,0
gen0_3182,0
gen0_3187,0
gen0_3240,0
gen0_3260,0
gen0_3266,0
gen0_3267,0
gen0_3280,0
gen0_3282,0
gen0_3319,0
gen0_3358,0
gen0_3378,0
gen0_3397,0
gen0_3442,0
gen0_3458,0
gen0_3497,0
gen0_3499,0
gen0_3541,0
gen0_3568,0
gen0_3587,0
gen0_3591,0
gen0_3614,0
gen0_3623,0
gen0_3682,0
gen0_3697,0
gen0_3709,0
gen0_3724,0
gen0_3764,0
gen0_3766,0
gen0_3773,0
gen0_3776,0
gen0_3793,0
gen0_3803,0
gen0_3806,0
gen0_3814,0
gen0_3840,0
gen0_3871,0
gen0_3881,0
gen0_3909,0
gen0_3956,0
gen0_3986,0
gen1_24,1
gen1_27,1
gen1_30,1
gen1_36,1
gen1_37,1
gen1_46,1
gen1_63,1
gen1_69,1
gen1_71,1
gen1_79,1
gen1_115,1
gen1_116,1
gen1_129,1
gen1_134,1
gen1_144,1
gen1_165,1
gen1_166,1
gen1_168,1
gen1_187,1
gen1_216,1
gen1_228,1
gen1_241,1
gen1_242,1
gen1_264,1
gen1_265,1
gen1_266,1
gen1_275,1
gen1_277,1
gen1_280,1
gen1_293,1
gen1_301,1
gen1_302,1
gen1_303,1
gen1_326,1
gen1_331,1
gen1_332,1
gen1_334,1
gen1_338,1
gen1_346,1
gen1_355,1
gen1_372,1
gen1_376,1
gen1_383,1
gen1_407,1
gen1_418,1
gen1_446,1
gen1_447,1
gen1_448,1
gen1_457,1
gen1_464,1
gen1_485,1
gen1_501,1
gen1_505,1
gen1_511,1
gen1_518,1
gen1_541,1
gen1_573,1
gen1_582,1
gen1_588,1
gen1_591,1
gen1_593,1
gen1_604,1
gen1_611,1
gen1_613,1
gen1_614,1
gen1_615,1
gen1_619,1
gen1_621,1
gen1_625,1
gen1_637,1
gen1_642,1
gen1_647,1
gen1_649,1
gen1_651,1
gen1_658,1
gen1_673,1
gen1_683,1
gen1_685,1
gen1_696,1
gen1_702,1
gen1_706,1
gen1_717,1
gen1_720,1
gen1_723,1
gen1_730,1
gen1_753,1
gen1_764,1
gen1_787,1
gen1_789,1
gen1_800,1
gen1_802,1
gen1_803,1
gen1_821,1
gen1_822,1
gen1_844,1
gen1_846,1
gen1_847,1
gen1_849,1
gen1_851,1
gen1_853,1
gen1_855,1
gen1_859,1
gen1_860,1
gen1_872,1
gen1_923,1
gen1_934,1
gen1_952,1
gen1_959,1
gen1_982,1
gen1_1019,1
gen1_1023,1
gen1_1042,1
gen1_1044,1
gen1_1047,1
gen1_1051,1
gen1_1058,1
gen1_1080,1
gen1_1082,1
gen1_1092,1
gen1_1112,1
gen1_1168,1
gen1_1183,1
gen1_1194,1
gen1_1216,1
gen1_1221,1
gen1_1232,1
gen1_1242,1
gen1_1254,1
gen1_1256,1
gen1_1282,1
gen1_1295,1
gen1_1309,1
gen1_1314,1
gen1_1315,1
gen1_1330,1
gen1_1338,1
gen1_1353,1
gen1_1358,1
gen1_1361,1
gen1_1363,1
gen1_1389,1
gen1_1394,1
gen1_1427,1
gen1_1432,1
gen1_1436,1
gen1_1440,1
gen1_1445,1
gen1_1460,1
gen1_1461,1
gen1_1465,1
gen1_1472,1
gen1_1488,1
gen1_1489,1
gen1_1508,1
gen1_1524,1
gen1_1530,1
gen1_1549,1
gen1_1570,1
gen1_1575,1
gen1_1583,1
gen1_1586,1
gen1_1587,1
gen1_1588,1
gen1_1593,1
gen1_1597,1
gen1_1601,1
gen1_1612,1
gen1_1618,1
gen1_1637,1
gen1_1646,1
gen1_1667,1
gen1_1671,1
gen1_1681,1
gen1_1685,1
gen1_1686,1
gen1_1688,1
gen1_1690,1
gen1_1723,1
gen1_1725,1
gen1_1731,1
gen1_1736,1
gen1_1749,1
gen1_1758,1
gen1_1761,1
gen1_1778,1
gen1_1804,1
gen1_1805,1
gen1_1807,1
gen1_1809,1
gen1_1812,1
gen1_1831,1
gen1_1866,1
gen1_1873,1
gen1_1874,1
gen1_1875,1
gen1_1877,1
gen1_1886,1
gen1_1899,1
gen1_1926,1
gen1_1929,1
gen1_1932,1
gen1_1946,1
gen1_1953,1
gen1_1960,1
gen1_1971,1
gen1_1976,1
gen1_1988,1
gen1_2000,1
gen1_2007,1
gen1_2008,1
gen1_2028,1
gen1_2039,1
gen1_2044,1
gen1_2053,1
gen1_2061,1
gen1_2072,1
gen1_2073,1
gen1_2087,1
gen1_2102,1
gen1_2103,1
gen1_2106,1
gen1_2109,1
gen1_2112,1
gen1_2113,1
gen1_2121,1
gen1_2124,1
gen1_2128,1
gen1_2133,1
gen1_2145,1
gen1_2149,1
gen1_2175,1
gen1_2178,1
gen1_2195,1
gen1_2196,1
gen1_2217,1
gen1_2221,1
gen1_2226,1
gen1_2235,1
gen1_2242,1
gen1_2249,1
gen1_2265,1
gen1_2269,1
gen1_2277,1
gen1_2304,1
gen1_2330,1
gen1_2337,1
gen1_2358,1
gen1_2363,1
gen1_2371,1
gen1_2377,1
gen1_2380,1
gen1_2423,1
gen1_2427,1
gen1_2435,1
gen1_2436,1
gen1_2459,1
gen1_2481,1
gen1_2483,1
gen1_2497,1
gen1_2505,1
gen1_2506,1
gen1_2518,1
gen1_2527,1
gen1_2535,1
gen1_2547,1
gen1_2558,1
gen1_2569,1
gen1_2585,1
gen1_2596,1
gen1_2601,1
gen1_2607,1
gen1_2609,1
gen1_2622,1
gen1_2624,1
gen1_2635,1
gen1_2640,1
gen1_2647,1
gen1_2653,1
gen1_2658,1
gen1_2676,1
gen1_2694,1
gen1_2698,1
gen1_2704,1
gen1_2709,1
gen1_2710,1
gen1_2738,1
gen1_2754,1
gen1_2768,1
gen1_2782,1
gen1_2792,1
gen1_2796,1
gen1_2798,1
gen1_2804,1
gen1_2818,1
gen1_2833,1
gen1_2834,1
gen1_2841,1
gen1_2851,1
gen1_2854,1
gen1_2888,1
gen1_2897,1
gen1_2899,1
gen1_2910,1
gen1_2926,1
gen1_2928,1
gen1_2931,1
gen1_2948,1
gen1_2958,1
gen1_2963,1
gen1_2971,1
gen1_2979,1
gen2_3,2
gen2_5,2
gen2_11,2
gen2_12,2
gen2_14,2
gen2_18,2
gen2_19,2
gen2_20,2
gen2_23,2
gen2_24,2
gen2_26,2
gen2_29,2
gen2_32,2
gen2_33,2
gen2_35,2
gen2_36,2
gen2_39,2
gen2_40,2
gen2_48,2
gen2_49,2
gen2_51,2
gen2_54,2
gen2_57,2
gen2_58,2
gen2_60,2
gen2_62,2
gen2_63,2
gen2_66,2
gen2_67,2
gen2_68,2
gen2_69,2
gen2_71,2
gen2_73,2
gen2_74,2
gen2_75,2
gen2_77,2
gen2_78,2
gen2_79,2
gen2_82,2
gen2_84,2
gen2_90,2
gen2_91,2
gen2_96,2
gen2_98,2
gen2_100,2
gen2_101,2
gen2_102,2
gen2_103,2
gen2_104,2
gen2_109,2
gen2_110,2
gen2_111,2
gen2_114,2
gen2_118,2
gen2_119,2
gen2_121,2
gen2_122,2
gen2_126,2
gen2_128,2
gen2_129,2
gen2_131,2
gen2_136,2
gen2_137,2
gen2_141,2
gen2_146,2
gen2_147,2
gen2_150,2
gen2_151,2
gen2_154,2
gen2_156,2
gen2_157,2
gen2_162,2
gen2_163,2
gen2_164,2
gen2_165,2
gen2_167,2
gen2_168,2
gen2_169,2
